1215,1.11
2012,-8.8
2012,-5.6
2012,-4.01
2012,-3.36
2012,-2.89
2012,-2.18
2012,-2.03
2012,-1.96
2012,-1.46
2012,-1.11
2012,-0.84
2012,-0.56
2012,-0.5
2012,-0.48
2012,-0.41
2012,-0.39
2012,-0.31
2012,-0.18
2012,0.04
2012,0.08
2012,0.08
2012,0.08
2012,0.14
2012,0.18
2012,0.21
2012,0.26
2012,0.31
2012,0.36
2012,0.42
2012,0.53
2012,0.61
2012,0.61
2012,0.63
2012,0.64
2012,0.69
2012,0.71
2012,0.71
2012,0.72
2012,0.74
2012,0.84
2012,0.85
2012,0.86
2012,0.88
2012,0.9
2012,0.97
2012,0.98
2012,0.98
2012,0.99
2012,0.99
2012,1.01
2012,1.01
2012,1.12
2012,1.15
2012,1.15
2012,1.17
2012,1.23
2012,1.25
2012,1.25
2012,1.3
2012,1.38
2012,1.39
2012,1.39
2012,1.44
2012,1.44
2012,1.47
2012,1.48
2012,1.5
2012,1.5
2012,1.53
2012,1.58
2012,1.58
2012,1.58
2012,1.6
2012,1.61
2012,1.69
2012,1.7
2012,1.7
2012,1.71
2012,1.72
2012,1.75
2012,1.75
2012,1.82
2012,1.83
2012,1.83
2012,1.85
2012,1.86
2012,1.9
2012,1.9
2012,1.93
2012,1.96
2012,1.98
2012,2
2012,2.03
2012,2.03
2012,2.04
2012,2.04
2012,2.06
2012,2.09
2012,2.1
2012,2.12
2012,2.13
2012,2.16
2012,2.22
2012,2.22
2012,2.24
2012,2.25
2012,2.27
2012,2.35
2012,2.37
2012,2.41
2012,2.49
2012,2.5
2012,2.51
2012,2.51
2012,2.52
2012,2.55
2012,2.56
2012,2.59
2012,2.6
2012,2.6
2012,2.61
2012,2.61
2012,2.62
2012,2.64
2012,2.68
2012,2.7
2012,2.7
2012,2.71
2012,2.729
2012,2.74
2012,2.75
2012,2.78
2012,2.78
2012,2.8
2012,2.81
2012,2.82
2012,2.87
2012,2.89
2012,2.96
2012,3
2012,3.01
2012,3.01
2012,3.03
2012,3.03
2012,3.09
2012,3.11
2012,3.13
2012,3.14
2012,3.18
2012,3.2
2012,3.2
2012,3.24
2012,3.24
2012,3.28
2012,3.29
2012,3.31
2012,3.36
2012,3.4
2012,3.42
2012,3.44
2012,3.45
2012,3.46
2012,3.48
2012,3.49
2012,3.49
2012,3.49
2012,3.49
2012,3.54
2012,3.56
2012,3.59
2012,3.62
2012,3.62
2012,3.63
2012,3.65
2012,3.65
2012,3.67
2012,3.68
2012,3.76
2012,3.77
2012,3.89
2012,3.91
2012,4.08
2012,4.17
2012,4.18
2012,4.19
2012,4.22
2012,4.32
2012,4.34
2012,4.44
2012,4.47
2012,4.47
2012,4.48
2012,4.5
2012,4.57
2012,4.57
2012,4.59
2012,4.62
2012,4.7
2012,4.71
2012,4.72
2012,4.77
2012,4.83
2012,4.87
2012,4.95
2012,4.95
2012,4.97
2012,5.01
2012,5.19
2012,5.22
2012,5.29
2012,5.33
2012,5.36
2012,5.41
2012,5.48
2012,5.58
2012,5.67
2012,5.67
2012,5.7
2012,5.86
2012,5.98
2012,5.98
2012,6.09
2012,6.14
2012,6.15
2012,6.21
2012,6.47
2012,6.55
2012,7.57
2012,7.96
2012,8.26
2012,8.41
2012,8.44
2012,9.7
2012,9.71
2012,9.95
2012,13.42
2012,14.53
2012,28.48
2012,28.94
2012,0
2012,0
2012,0
2012,0
2012,0
2013,-11.25
2013,-4.94
2013,-4.36
2013,-2.14
2013,-1.98
2013,-1.92
2013,-1.65
2013,-1.55
2013,-0.49
2013,-0.4
2013,-0.2
2013,-0.09
2013,-0.06
2013,0.01
2013,0.11
2013,0.16
2013,0.16
2013,0.19
2013,0.21
2013,0.21
2013,0.26
2013,0.28
2013,0.3
2013,0.32
2013,0.37
2013,0.39
2013,0.43
2013,0.51
2013,0.58
2013,0.6
2013,0.6
2013,0.62
2013,0.62
2013,0.63
2013,0.64
2013,0.65
2013,0.67
2013,0.67
2013,0.71
2013,0.71
2013,0.73
2013,0.73
2013,0.73
2013,0.74
2013,0.76
2013,0.78
2013,0.78
2013,0.88
2013,0.91
2013,0.93
2013,0.94
2013,0.94
2013,0.94
2013,0.95
2013,0.95
2013,0.96
2013,0.96
2013,0.98
2013,1
2013,1.01
2013,1.01
2013,1.06
2013,1.06
2013,1.07
2013,1.09
2013,1.09
2013,1.16
2013,1.16
2013,1.19
2013,1.23
2013,1.24
2013,1.29
2013,1.29
2013,1.3
2013,1.3
2013,1.35
2013,1.36
2013,1.39
2013,1.39
2013,1.4
2013,1.4
2013,1.4
2013,1.42
2013,1.43
2013,1.44
2013,1.44
2013,1.46
2013,1.48
2013,1.48
2013,1.49
2013,1.49
2013,1.51
2013,1.52
2013,1.54
2013,1.54
2013,1.55
2013,1.55
2013,1.56
2013,1.56
2013,1.58
2013,1.58
2013,1.59
2013,1.63
2013,1.63
2013,1.64
2013,1.64
2013,1.64
2013,1.65
2013,1.68
2013,1.69
2013,1.7
2013,1.7
2013,1.71
2013,1.72
2013,1.73
2013,1.75
2013,1.77
2013,1.78
2013,1.82
2013,1.82
2013,1.83
2013,1.85
2013,1.85
2013,1.86
2013,1.87
2013,1.87
2013,1.88
2013,1.88
2013,1.88
2013,1.9
2013,1.91
2013,1.92
2013,1.93
2013,1.94
2013,1.94
2013,1.94
2013,1.95
2013,1.97
2013,1.99
2013,2.01
2013,2.01
2013,2.02
2013,2.03
2013,2.04
2013,2.05
2013,2.07
2013,2.08
2013,2.08
2013,2.1
2013,2.1
2013,2.12
2013,2.12
2013,2.13
2013,2.14
2013,2.16
2013,2.16
2013,2.19
2013,2.19
2013,2.2
2013,2.2
2013,2.2
2013,2.21
2013,2.22
2013,2.26
2013,2.27
2013,2.3
2013,2.31
2013,2.35
2013,2.37
2013,2.39
2013,2.41
2013,2.41
2013,2.43
2013,2.44
2013,2.46
2013,2.47
2013,2.47
